Id,Age,Gender,Education Level,Job Title,Years of Experience,Salary
3638,25,Female,Master's Degree,Junior HR Generalist,1,32000
3639,37,Male,PhD,Director of HR,11,115000
3640,28,Male,Bachelor's Degree,Software Engineer,3,60000
3641,37,Female,Master's Degree,Marketing Manager,9,100000
3642,43,Male,PhD,Data Scientist,15,150000
3643,31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000
3644,24,Male,High School,Junior Sales Associate,1,30000
3645,29,Female,Master's Degree,Software Developer,5,70000
3646,35,Male,Bachelor's Degree,Operations Manager,8,90000
3647,26,Female,Master's Degree,Marketing Coordinator,2,40000
3648,42,Male,PhD,Data Scientist,12,130000
3649,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3650,27,Male,High School,Junior Sales Associate,2,35000
3651,38,Female,Master's Degree,Marketing Manager,10,110000
3652,30,Male,Bachelor's Degree,Software Engineer,4,65000
3653,45,Male,PhD,Data Scientist,18,180000
3654,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3655,40,Female,Master's Degree,Human Resources Manager,11,120000
3656,33,Male,Bachelor's Degree,Operations Manager,6,75000
3657,29,Female,High School,Junior Sales Associate,1,30000
3658,44,Male,PhD,Data Scientist,16,160000
3659,26,Male,Bachelor's Degree,Software Developer,3,60000
3660,36,Female,Master's Degree,Marketing Coordinator,8,85000
3661,31,Male,Bachelor's Degree,Operations Manager,5,70000
3662,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3663,42,Male,PhD,Data Scientist,13,140000
3664,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3665,28,Male,High School,Junior Sales Associate,2,35000
3666,39,Female,Master's Degree,Marketing Manager,10,110000
3667,31,Male,Bachelor's Degree,Software Engineer,4,65000
3668,45,Male,PhD,Data Scientist,18,180000
3669,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3670,40,Female,Master's Degree,Human Resources Manager,11,120000
3671,33,Male,Bachelor's Degree,Operations Manager,6,75000
3672,29,Female,High School,Junior Sales Associate,1,30000
3673,44,Male,PhD,Data Scientist,16,160000
3674,26,Male,Bachelor's Degree,Software Developer,3,60000
3675,36,Female,Master's Degree,Marketing Coordinator,8,85000
3676,31,Male,Bachelor's Degree,Operations Manager,5,70000
3677,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3678,42,Male,PhD,Data Scientist,13,140000
3679,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3680,28,Male,High School,Junior Sales Associate,2,35000
3681,39,Female,Master's Degree,Marketing Manager,10,110000
3682,31,Male,Bachelor's Degree,Software Engineer,4,65000
3683,45,Male,PhD,Data Scientist,18,180000
3684,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3685,40,Female,Master's Degree,Human Resources Manager,11,120000
3686,33,Male,Bachelor's Degree,Operations Manager,6,75000
3687,29,Female,High School,Junior Sales Associate,1,30000
3688,44,Male,PhD,Data Scientist,16,160000
3689,26,Male,Bachelor's Degree,Software Developer,3,60000
3690,36,Female,Master's Degree,Marketing Coordinator,8,85000
3691,31,Male,Bachelor's Degree,Operations Manager,5,70000
3692,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3693,42,Male,PhD,Data Scientist,13,140000
3694,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3695,28,Male,High School,Junior Sales Associate,2,35000
3696,39,Female,Master's Degree,Marketing Manager,10,110000
3697,31,Male,Bachelor's Degree,Software Engineer,4,65000
3698,45,Male,PhD,Data Scientist,18,180000
3699,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3700,40,Female,Master's Degree,Human Resources Manager,11,120000
3701,33,Male,Bachelor's Degree,Operations Manager,6,75000
3702,29,Female,High School,Junior Sales Associate,1,30000
3703,44,Male,PhD,Data Scientist,16,160000
3704,26,Male,Bachelor's Degree,Software Developer,3,60000
3705,36,Female,Master's Degree,Marketing Coordinator,8,85000
3706,31,Male,Bachelor's Degree,Operations Manager,5,70000
3707,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3708,42,Male,PhD,Data Scientist,13,140000
3709,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3710,28,Male,High School,Junior Sales Associate,2,35000
3711,39,Female,Master's Degree,Marketing Manager,10,110000
3712,31,Male,Bachelor's Degree,Software Engineer,4,65000
3713,45,Male,PhD,Data Scientist,18,180000
3714,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3715,40,Female,Master's Degree,Human Resources Manager,11,120000
3716,33,Male,Bachelor's Degree,Operations Manager,6,75000
3717,29,Female,High School,Junior Sales Associate,1,30000
3718,44,Male,PhD,Data Scientist,16,160000
3719,26,Male,Bachelor's Degree,Software Developer,3,60000
3720,36,Female,Master's Degree,Marketing Coordinator,8,85000
3721,31,Male,Bachelor's Degree,Operations Manager,5,70000
3722,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3723,42,Male,PhD,Data Scientist,13,140000
3724,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3725,28,Male,High School,Junior Sales Associate,2,35000
3726,39,Female,Master's Degree,Marketing Manager,10,110000
3727,31,Male,Bachelor's Degree,Software Engineer,4,65000
3728,45,Male,PhD,Data Scientist,18,180000
3729,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3730,40,Female,Master's Degree,Human Resources Manager,11,120000
3731,33,Male,Bachelor's Degree,Operations Manager,6,75000
3732,29,Female,High School,Junior Sales Associate,1,30000
3733,44,Male,PhD,Data Scientist,16,160000
3734,26,Male,Bachelor's Degree,Software Developer,3,60000
3735,36,Female,Master's Degree,Marketing Coordinator,8,85000
3736,31,Male,Bachelor's Degree,Operations Manager,5,70000
3737,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3738,42,Male,PhD,Data Scientist,13,140000
3739,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3740,28,Male,High School,Junior Sales Associate,2,35000
3741,39,Female,Master's Degree,Marketing Manager,10,110000
3742,31,Male,Bachelor's Degree,Software Engineer,4,65000
3743,45,Male,PhD,Data Scientist,18,180000
3744,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3745,40,Female,Master's Degree,Human Resources Manager,11,120000
3746,33,Male,Bachelor's Degree,Operations Manager,6,75000
3747,29,Female,High School,Junior Sales Associate,1,30000
3748,44,Male,PhD,Data Scientist,16,160000
3749,26,Male,Bachelor's Degree,Software Developer,3,60000
3750,36,Female,Master's Degree,Marketing Coordinator,8,85000
3751,31,Male,Bachelor's Degree,Operations Manager,5,70000
3752,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3753,42,Male,PhD,Data Scientist,13,140000
3754,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3755,28,Male,High School,Junior Sales Associate,2,35000
3756,39,Female,Master's Degree,Marketing Manager,10,110000
3757,31,Male,Bachelor's Degree,Software Engineer,4,65000
3758,45,Male,PhD,Data Scientist,18,180000
3759,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3760,40,Female,Master's Degree,Human Resources Manager,11,120000
3761,33,Male,Bachelor's Degree,Operations Manager,6,75000
3762,29,Female,High School,Junior Sales Associate,1,30000
3763,44,Male,PhD,Data Scientist,16,160000
3764,26,Male,Bachelor's Degree,Software Developer,3,60000
3765,27,Male,Bachelor's Degree,Software Engineer,3,60000
3766,38,Female,Master's Degree,Marketing Manager,9,100000
3767,44,Male,PhD,Data Scientist,15,150000
3768,30,Female,Bachelor's Degree,Human Resources Coordinator,4,55000
3769,23,Male,High School,Junior Sales Associate,1,30000
3770,28,Female,Master's Degree,Software Developer,5,70000
3771,34,Male,Bachelor's Degree,Operations Manager,8,90000
3772,25,Female,Master's Degree,Marketing Coordinator,2,40000
3773,41,Male,PhD,Data Scientist,12,130000
3774,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3775,26,Male,High School,Junior Sales Associate,2,35000
3776,37,Female,Master's Degree,Marketing Manager,10,110000
3777,29,Male,Bachelor's Degree,Software Engineer,4,65000
3778,46,Male,PhD,Data Scientist,18,180000
3779,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3780,39,Female,Master's Degree,Human Resources Manager,11,120000
3781,32,Male,Bachelor's Degree,Operations Manager,6,75000
3782,28,Female,High School,Junior Sales Associate,1,30000
3783,43,Male,PhD,Data Scientist,16,160000
3784,27,Male,Bachelor's Degree,Software Developer,3,60000
3785,35,Female,Master's Degree,Marketing Coordinator,8,85000
3786,30,Male,Bachelor's Degree,Operations Manager,5,70000
3787,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3788,41,Male,PhD,Data Scientist,13,140000
3789,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3790,27,Male,High School,Junior Sales Associate,2,35000
3791,38,Female,Master's Degree,Marketing Manager,10,110000
3792,29,Male,Bachelor's Degree,Software Engineer,4,65000
3793,46,Male,PhD,Data Scientist,18,180000
3794,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3795,39,Female,Master's Degree,Human Resources Manager,11,120000
3796,32,Male,Bachelor's Degree,Operations Manager,6,75000
3797,28,Female,High School,Junior Sales Associate,1,30000
3798,43,Male,PhD,Data Scientist,16,160000
3799,27,Male,Bachelor's Degree,Software Developer,3,60000
3800,35,Female,Master's Degree,Marketing Coordinator,8,85000
3801,30,Male,Bachelor's Degree,Operations Manager,5,70000
3802,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3803,41,Male,PhD,Data Scientist,13,140000
3804,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3805,27,Male,High School,Junior Sales Associate,2,35000
3806,38,Female,Master's Degree,Marketing Manager,10,110000
3807,29,Male,Bachelor's Degree,Software Engineer,4,65000
3808,46,Male,PhD,Data Scientist,18,180000
3809,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3810,39,Female,Master's Degree,Human Resources Manager,11,120000
3811,32,Male,Bachelor's Degree,Operations Manager,6,75000
3812,28,Female,High School,Junior Sales Associate,1,30000
3813,43,Male,PhD,Data Scientist,16,160000
3814,27,Male,Bachelor's Degree,Software Developer,3,60000
3815,35,Female,Master's Degree,Marketing Coordinator,8,85000
3816,30,Male,Bachelor's Degree,Operations Manager,5,70000
3817,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3818,41,Male,PhD,Data Scientist,13,140000
3819,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3820,27,Male,High School,Junior Sales Associate,2,35000
3821,38,Female,Master's Degree,Marketing Manager,10,110000
3822,29,Male,Bachelor's Degree,Software Engineer,4,65000
3823,46,Male,PhD,Data Scientist,18,180000
3824,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3825,39,Female,Master's Degree,Human Resources Manager,11,120000
3826,32,Male,Bachelor's Degree,Operations Manager,6,75000
3827,28,Female,High School,Junior Sales Associate,1,30000
3828,43,Male,PhD,Data Scientist,16,160000
3829,27,Male,Bachelor's Degree,Software Developer,3,60000
3830,35,Female,Master's Degree,Marketing Coordinator,8,85000
3831,30,Male,Bachelor's Degree,Operations Manager,5,70000
3832,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3833,41,Male,PhD,Data Scientist,13,140000
3834,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3835,27,Male,High School,Junior Sales Associate,2,35000
3836,38,Female,Master's Degree,Marketing Manager,10,110000
3837,29,Male,Bachelor's Degree,Software Engineer,4,65000
3838,46,Male,PhD,Data Scientist,18,180000
3839,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3840,39,Female,Master's Degree,Human Resources Manager,11,120000
3841,32,Male,Bachelor's Degree,Operations Manager,6,75000
3842,28,Female,High School,Junior Sales Associate,1,30000
3843,43,Male,PhD,Data Scientist,16,160000
3844,27,Male,Bachelor's Degree,Software Developer,3,60000
3845,35,Female,Master's Degree,Marketing Coordinator,8,85000
3846,30,Male,Bachelor's Degree,Operations Manager,5,70000
3847,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3848,41,Male,PhD,Data Scientist,13,140000
3849,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3850,27,Male,High School,Junior Sales Associate,2,35000
3851,38,Female,Master's Degree,Marketing Manager,10,110000
3852,29,Male,Bachelor's Degree,Software Engineer,4,65000
3853,46,Male,PhD,Data Scientist,18,180000
3854,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3855,39,Female,Master's Degree,Human Resources Manager,11,120000
3856,32,Male,Bachelor's Degree,Operations Manager,6,75000
3857,28,Female,High School,Junior Sales Associate,1,30000
3858,43,Male,PhD,Data Scientist,16,160000
3859,27,Male,Bachelor's Degree,Software Developer,3,60000
3860,35,Female,Master's Degree,Marketing Coordinator,8,85000
3861,30,Male,Bachelor's Degree,Operations Manager,5,70000
3862,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3863,41,Male,PhD,Data Scientist,13,140000
3864,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3865,27,Male,High School,Junior Sales Associate,2,35000
3866,38,Female,Master's Degree,Marketing Manager,10,110000
3867,29,Male,Bachelor's Degree,Software Engineer,4,65000
3868,46,Male,PhD,Data Scientist,18,180000
3869,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3870,39,Female,Master's Degree,Human Resources Manager,11,120000
3871,32,Male,Bachelor's Degree,Operations Manager,6,75000
3872,28,Female,High School,Junior Sales Associate,1,30000
3873,43,Male,PhD,Data Scientist,16,160000
3874,27,Male,Bachelor's Degree,Software Developer,3,60000
3875,35,Female,Master's Degree,Marketing Coordinator,8,85000
3876,30,Male,Bachelor's Degree,Operations Manager,5,70000
3877,26,Female,Master's Degree,Human Resources Coordinator,3,50000
3878,41,Male,PhD,Data Scientist,13,140000
3879,33,Female,Bachelor's Degree,Human Resources Manager,6,75000
3880,27,Male,High School,Junior Sales Associate,2,35000
3881,38,Female,Master's Degree,Marketing Manager,10,110000
3882,29,Male,Bachelor's Degree,Software Engineer,4,65000
3883,46,Male,PhD,Data Scientist,18,180000
3884,26,Female,Bachelor's Degree,Junior Software Developer,1,35000
3885,39,Female,Master's Degree,Human Resources Manager,11,120000
3886,32,Male,Bachelor's Degree,Operations Manager,6,75000
3887,28,Female,High School,Junior Sales Associate,1,30000
3888,43,Male,PhD,Data Scientist,16,160000
3889,27,Male,Bachelor's Degree,Software Developer,3,60000
3890,24,Male,Bachelor's Degree,Software Engineer,2,55000
3891,32,Female,Master's Degree,Marketing Manager,7,90000
3892,45,Male,PhD,Data Scientist,16,160000
3893,28,Female,Bachelor's Degree,Human Resources Coordinator,4,60000
3894,22,Male,High School,Junior Sales Associate,1,25000
3895,29,Female,Master's Degree,Software Developer,5,70000
3896,36,Male,Bachelor's Degree,Operations Manager,8,100000
3897,27,Female,Bachelor's Degree,Marketing Coordinator,3,45000
3898,42,Male,PhD,Data Scientist,14,140000
3899,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3900,25,Male,High School,Junior Sales Associate,2,30000
3901,39,Female,Master's Degree,Marketing Manager,11,120000
3902,30,Male,Bachelor's Degree,Software Engineer,4,65000
3903,47,Male,PhD,Data Scientist,19,190000
3904,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3905,40,Female,Master's Degree,Human Resources Manager,12,130000
3906,33,Male,Bachelor's Degree,Operations Manager,7,85000
3907,29,Female,High School,Junior Sales Associate,1,25000
3908,44,Male,PhD,Data Scientist,15,150000
3909,28,Male,Bachelor's Degree,Software Developer,3,60000
3910,36,Female,Master's Degree,Marketing Coordinator,9,100000
3911,31,Male,Bachelor's Degree,Operations Manager,6,75000
3912,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3913,42,Male,PhD,Data Scientist,14,140000
3914,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3915,26,Male,High School,Junior Sales Associate,2,30000
3916,39,Female,Master's Degree,Marketing Manager,11,120000
3917,30,Male,Bachelor's Degree,Software Engineer,4,65000
3918,47,Male,PhD,Data Scientist,19,190000
3919,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3920,40,Female,Master's Degree,Human Resources Manager,12,130000
3921,33,Male,Bachelor's Degree,Operations Manager,7,85000
3922,29,Female,High School,Junior Sales Associate,1,25000
3923,44,Male,PhD,Data Scientist,15,150000
3924,28,Male,Bachelor's Degree,Software Developer,3,60000
3925,36,Female,Master's Degree,Marketing Coordinator,9,100000
3926,31,Male,Bachelor's Degree,Operations Manager,6,75000
3927,27,Female,Master's Degree,Human Resources Coordinator,3,50000
3928,42,Male,PhD,Data Scientist,14,140000
3929,34,Female,Bachelor's Degree,Human Resources Manager,6,75000
3930,26,Male,High School,Junior Sales Associate,2,30000
3931,39,Female,Master's Degree,Marketing Manager,11,120000
3932,30,Male,Bachelor's Degree,Software Engineer,4,65000
3933,47,Male,PhD,Data Scientist,19,190000
3934,25,Female,Bachelor's Degree,Junior Software Developer,1,35000
3935,40,Female,Master's Degree,Human Resources Manager,12,130000
3936,33,Male,Bachelor's Degree,Operations Manager,7,85000
3937,29,Female,High School,Junior Sales Associate,1,25000
3938,44,Male,PhD,Data Scientist,15,150000
3939,28,Male,Bachelor's Degree,Software Developer,3,60000
3940,36,Female,Master's Degree,Marketing Coordinator,9,100000
3941,31,Male,Bachelor's Degree,Operations Manager,6,75000
3942,27,Female,Master's Degree,Human Resources Coordinator,3,50000
